,title,rental_duration,rental_rate,length,replacement_cost,rating,category,amount,active,rental_month,rental_day,rental_hour,return_month,return_day,return_hour,rental_duration_days,customer_name
1581,Bonnie Holocaust,4,0.99,63,29.99,G,Documentary,0.99,1,6,19,16,6,22,12,2,Valerie Black
1582,Volcano Texas,6,0.99,157,27.99,NC-17,Games,1.99,1,6,20,23,6,27,1,6,Danielle Daniels
1583,Dozen Lion,6,4.99,177,20.99,NC-17,Documentary,5.99,1,6,21,21,6,28,18,6,Danielle Daniels
1584,Saddle Antitrust,7,2.99,80,10.99,PG-13,Comedy,2.99,1,6,18,20,6,25,1,6,Megan Palmer
1585,Varsity Trip,7,2.99,85,14.99,NC-17,New,2.99,1,6,20,6,6,23,10,3,Megan Palmer
1586,Majestic Floats,5,0.99,130,15.99,PG,Documentary,3.99,1,6,20,11,6,28,16,8,Megan Palmer
1587,Canyon Stock,7,0.99,85,26.99,R,Animation,0.99,1,6,20,15,6,25,13,4,Megan Palmer
1588,Hurricane Affair,6,2.99,49,11.99,PG,Comedy,2.99,1,6,21,15,6,26,12,4,Megan Palmer
1589,Attraction Newton,5,4.99,83,14.99,PG-13,New,4.99,1,6,20,1,6,21,19,1,Alicia Mills
1590,Expendable Stallion,3,0.99,97,14.99,PG,Documentary,0.99,1,6,18,3,6,18,22,0,Suzanne Nichols
1591,Amadeus Holy,6,0.99,113,20.99,PG,Action,0.99,1,6,19,10,6,21,10,1,Suzanne Nichols
1592,Born Spinal,7,4.99,179,17.99,PG,Travel,4.99,1,6,20,2,6,26,21,6,Suzanne Nichols
1593,Trojan Tomorrow,3,2.99,52,9.99,PG,Sci-Fi,5.99,1,6,20,5,6,26,9,6,Suzanne Nichols
1594,Hollywood Anonymous,7,0.99,69,29.99,PG,Children,0.99,1,6,17,9,6,24,13,7,Michele Grant
1595,Grinch Massage,7,4.99,150,25.99,R,Games,4.99,1,6,20,1,6,23,4,3,Michele Grant
1596,Analyze Hoosiers,6,2.99,181,19.99,R,Horror,2.99,1,6,20,8,6,22,4,1,Michele Grant
1597,Frost Head,5,0.99,82,13.99,PG,Classics,1.99,1,6,15,23,6,21,4,5,Gail Knight
1598,Clerks Angels,3,4.99,164,15.99,G,Documentary,7.99,1,6,16,2,6,22,5,6,Gail Knight
1599,Wife Turn,3,4.99,183,27.99,NC-17,Documentary,7.99,1,6,17,13,6,23,10,5,Gail Knight
1600,Expecations Natural,5,4.99,138,26.99,PG-13,Travel,4.99,1,6,20,0,6,24,4,4,Gail Knight
1601,Lawless Vision,6,4.99,181,29.99,G,Animation,4.99,1,6,21,15,6,23,10,1,Gail Knight
1602,Teen Apollo,3,4.99,74,25.99,G,Travel,9.99,1,6,17,17,6,25,16,7,Bertha Ferguson
1603,Strangelove Desire,4,0.99,103,27.99,NC-17,Children,0.99,1,6,18,3,6,22,8,4,Bertha Ferguson
1604,Reign Gentlemen,3,2.99,82,29.99,PG-13,Sci-Fi,4.99,1,6,19,10,6,24,16,5,Bertha Ferguson
1605,Sierra Divide,3,0.99,135,12.99,NC-17,Sports,0.99,1,6,19,18,6,22,14,2,Bertha Ferguson
1606,Highball Potter,6,0.99,110,10.99,R,Foreign,0.99,1,6,18,11,6,23,6,4,Darlene Rose
1607,Roman Punk,7,0.99,81,28.99,NC-17,Music,0.99,1,6,15,15,6,18,12,2,Veronica Stone
1608,Dogma Family,5,4.99,122,16.99,G,Animation,4.99,1,6,16,19,6,17,19,0,Veronica Stone
1609,Wait Cider,3,0.99,112,9.99,PG-13,Animation,6.99,1,6,17,13,6,26,15,9,Veronica Stone
1610,Bright Encounters,4,4.99,73,12.99,PG-13,Drama,8.99,1,6,21,0,6,29,23,8,Veronica Stone
1611,Westward Seabiscuit,7,0.99,52,11.99,NC-17,Classics,0.99,1,6,16,12,6,22,13,6,Jill Hawkins
1612,Louisiana Harry,5,0.99,70,18.99,PG-13,Family,0.99,1,6,19,4,6,23,9,4,Jill Hawkins
1613,Intolerable Intentions,6,4.99,63,20.99,PG-13,Documentary,4.99,1,6,18,9,6,19,12,1,Erin Dunn
1614,Spiking Element,7,2.99,79,12.99,G,Classics,2.99,1,6,18,20,6,25,20,7,Erin Dunn
1615,Ridgemont Submarine,3,0.99,46,28.99,PG-13,New,2.99,1,6,20,0,6,25,2,5,Erin Dunn
1616,Patton Interview,4,2.99,175,22.99,PG,Horror,2.99,1,6,17,1,6,19,21,2,Geraldine Perkins
1617,Vision Torque,5,0.99,59,16.99,PG-13,Foreign,3.99,1,6,20,14,6,28,18,8,Geraldine Perkins
1618,Brannigan Sunrise,4,4.99,121,27.99,PG,New,4.99,1,6,15,12,6,19,7,3,Lauren Hudson
1619,Feud Frogmen,6,0.99,98,29.99,R,Family,0.99,1,6,18,13,6,23,18,5,Lauren Hudson
1620,Yentl Idaho,5,4.99,86,11.99,R,Horror,4.99,1,6,19,2,6,24,8,5,Lauren Hudson
1621,Masked Bubble,6,0.99,151,12.99,PG-13,Music,0.99,1,6,20,12,6,21,12,0,Lauren Hudson
1622,Swarm Gold,4,0.99,123,12.99,PG-13,Horror,0.99,1,6,20,22,6,21,21,0,Lauren Hudson
1623,Deep Crusade,6,4.99,51,20.99,PG-13,Documentary,4.99,1,6,15,7,6,19,12,4,Cathy Spencer
1624,Bill Others,6,2.99,93,12.99,PG,Documentary,2.99,1,6,17,11,6,22,13,5,Cathy Spencer
1625,Shawshank Bubble,6,4.99,80,20.99,PG,Travel,7.99,1,6,17,19,6,26,18,8,Cathy Spencer
1626,Unbreakable Karate,3,0.99,62,16.99,G,New,5.99,1,6,19,1,6,27,3,8,Cathy Spencer
1627,English Bulworth,3,0.99,51,18.99,PG-13,Sci-Fi,6.99,1,6,20,9,6,29,4,8,Cathy Spencer
1628,Jedi Beneath,7,0.99,128,12.99,PG,Family,0.99,1,6,20,22,6,26,22,5,Cathy Spencer
1629,Matrix Snowman,6,4.99,56,9.99,PG-13,Foreign,4.99,1,6,16,14,6,18,9,1,Joann Gardner
1630,Baked Cleopatra,3,2.99,182,20.99,G,Family,2.99,1,6,19,5,6,21,9,2,Joann Gardner
1631,West Lion,4,4.99,159,29.99,G,Drama,8.99,1,6,20,15,6,28,13,7,Joann Gardner
1632,Reap Unfaithful,6,2.99,136,26.99,PG-13,Horror,3.99,1,6,17,12,6,24,10,6,Lorraine Stephens
1633,License Weekend,7,2.99,91,28.99,NC-17,Sci-Fi,2.99,1,6,21,0,6,21,23,0,Lorraine Stephens
1634,Uncut Suicides,7,2.99,172,29.99,PG-13,Music,2.99,1,6,15,17,6,18,17,2,Lynn Payne
1635,Tomorrow Hustler,3,2.99,142,21.99,R,Classics,3.99,1,6,18,2,6,22,2,3,Lynn Payne
1636,Bingo Talented,5,2.99,150,22.99,PG-13,Sci-Fi,5.99,1,6,20,0,6,28,1,8,Lynn Payne
1637,Valley Packer,3,0.99,73,21.99,G,Comedy,0.99,1,6,20,15,6,21,16,1,Lynn Payne
1638,Spy Mile,6,2.99,112,13.99,PG-13,Games,3.99,1,6,15,17,6,22,20,7,Sally Pierce
1639,Chicken Hellfighters,3,0.99,122,24.99,PG,Documentary,5.99,1,6,15,22,6,23,17,7,Sally Pierce
1640,Fool Mockingbird,3,4.99,158,24.99,PG,Action,5.99,1,6,18,15,6,22,11,3,Sally Pierce
1641,Name Detective,5,4.99,178,11.99,PG-13,Games,4.99,1,6,15,3,6,17,22,2,Regina Berry
1642,Coneheads Smoochy,7,4.99,112,12.99,NC-17,Drama,4.99,0,6,17,12,6,23,11,5,Erica Matthews
1643,Hunting Musketeers,6,2.99,65,24.99,NC-17,Family,2.99,0,6,21,4,6,24,6,3,Erica Matthews
1644,Academy Dinosaur,6,0.99,86,20.99,PG,Documentary,0.99,1,6,17,20,6,23,17,5,Beatrice Arnold
1645,Harry Idaho,5,4.99,121,18.99,PG-13,Drama,8.99,1,6,18,16,6,27,16,8,Beatrice Arnold
1646,Dancing Fever,6,0.99,144,25.99,G,Documentary,0.99,1,6,16,11,6,21,5,4,Dolores Wagner
1647,Expendable Stallion,3,0.99,97,14.99,PG,Documentary,4.99,1,6,17,11,6,24,8,6,Dolores Wagner
1648,Amelie Hellfighters,4,4.99,79,23.99,R,Music,5.99,1,6,18,1,6,23,20,5,Dolores Wagner
1649,Labyrinth League,6,2.99,46,24.99,PG-13,Children,4.99,1,6,18,22,6,26,22,7,Dolores Wagner
1650,Brotherhood Blanket,3,0.99,73,26.99,R,Documentary,5.99,1,6,19,6,6,27,1,7,Dolores Wagner
1651,Fish Opus,4,2.99,125,22.99,R,Sci-Fi,2.99,1,6,19,18,6,21,13,1,Dolores Wagner
1652,Impossible Prejudice,7,4.99,103,11.99,NC-17,Foreign,6.99,1,6,21,10,6,30,14,9,Dolores Wagner
1653,Majestic Floats,5,0.99,130,15.99,PG,Documentary,0.99,1,6,15,22,6,19,17,3,Bernice Willis
1654,Goldmine Tycoon,6,0.99,153,20.99,R,Sci-Fi,0.99,1,6,17,15,6,21,11,3,Bernice Willis
1655,Snowman Rollercoaster,3,0.99,62,27.99,G,Animation,1.99,1,6,20,11,6,24,9,3,Bernice Willis
1656,Barbarella Streetcar,6,2.99,65,27.99,G,Sci-Fi,2.99,1,6,15,1,6,19,3,4,Audrey Ray
1657,Secret Groundhog,6,4.99,90,11.99,PG,Documentary,4.99,1,6,18,18,6,22,13,3,Audrey Ray
1658,Tootsie Pilot,3,0.99,157,10.99,PG,Children,2.99,1,6,19,6,6,24,0,4,Audrey Ray
1659,Ridgemont Submarine,3,0.99,46,28.99,PG-13,New,0.99,1,6,21,2,6,23,21,2,Audrey Ray
1660,Innocent Usual,3,4.99,178,26.99,PG-13,Foreign,4.99,1,6,21,10,6,22,9,0,Audrey Ray
1661,Queen Luke,5,4.99,163,22.99,PG,Drama,7.99,1,6,16,3,6,24,1,7,Yvonne Watkins
1662,Kane Exorcist,5,0.99,92,18.99,R,Foreign,0.99,1,6,16,6,6,17,9,1,Yvonne Watkins
1663,Stagecoach Armageddon,5,4.99,112,25.99,R,Action,5.99,1,6,18,10,6,24,7,5,Yvonne Watkins
1664,Handicap Boondock,4,0.99,108,28.99,R,Action,1.99,1,6,21,20,6,26,17,4,Yvonne Watkins
1665,Harold French,6,0.99,168,10.99,NC-17,Drama,0.99,1,6,15,21,6,19,0,3,Annette Olson
1666,Maltese Hope,6,4.99,127,26.99,PG-13,Games,4.99,1,6,21,4,6,26,5,5,Annette Olson
1667,Pilot Hoosiers,6,2.99,50,17.99,PG,Family,5.99,1,6,15,8,6,24,4,8,June Carroll
1668,Snatch Slipper,6,4.99,110,15.99,PG,Comedy,7.99,1,6,16,16,6,25,21,9,June Carroll
1669,Movie Shakespeare,6,4.99,53,27.99,PG,Family,6.99,1,6,16,23,6,24,1,7,June Carroll
1670,Satisfaction Confidential,3,4.99,75,26.99,G,Sports,8.99,1,6,18,0,6,25,6,7,June Carroll
1671,Shakespeare Saddle,6,2.99,60,26.99,PG-13,Sports,2.99,1,6,18,3,6,18,21,0,June Carroll
1672,Valentine Vanishing,7,0.99,48,9.99,PG-13,Travel,2.99,1,6,18,17,6,27,20,9,June Carroll
1673,Madness Attacks,4,0.99,178,14.99,PG-13,Foreign,1.99,1,6,18,23,6,23,3,4,June Carroll
1674,Gold River,4,4.99,154,21.99,R,Comedy,4.99,1,6,20,4,6,22,4,2,June Carroll
1675,Murder Antitrust,6,2.99,166,11.99,PG,Children,2.99,1,6,15,16,6,19,10,3,Samantha Duncan
1676,Rushmore Mermaid,6,2.99,150,17.99,PG-13,Comedy,2.99,1,6,16,0,6,19,3,3,Samantha Duncan
1677,Sleeping Suspects,7,4.99,129,13.99,PG-13,Horror,4.99,1,6,16,7,6,19,2,2,Samantha Duncan
1678,Rear Trading,6,0.99,97,23.99,NC-17,Action,0.99,1,6,16,16,6,20,15,3,Samantha Duncan
1679,Wardrobe Phantom,6,2.99,178,19.99,G,Drama,2.99,1,6,18,20,6,20,17,1,Samantha Duncan
1680,Working Microcosmos,4,4.99,74,22.99,R,Travel,6.99,1,6,15,9,6,21,7,5,Marion Snyder
1681,Seattle Expecations,4,4.99,110,18.99,PG-13,Drama,6.99,1,6,15,20,6,21,1,5,Marion Snyder
1682,Chariots Conspiracy,5,2.99,71,29.99,R,Sci-Fi,2.99,1,6,16,3,6,19,21,3,Marion Snyder
1683,Natural Stock,4,0.99,50,24.99,PG-13,Family,3.99,1,6,16,16,6,23,21,7,Marion Snyder
1684,Encounters Curtain,5,0.99,92,20.99,NC-17,Drama,1.99,1,6,17,20,6,23,17,5,Marion Snyder
1685,Purple Movie,4,2.99,88,9.99,R,Foreign,4.99,1,6,18,7,6,24,8,6,Marion Snyder
1686,Wife Turn,3,4.99,183,27.99,NC-17,Documentary,6.99,1,6,19,22,6,24,3,4,Marion Snyder
1687,Pittsburgh Hunchback,4,4.99,134,17.99,PG-13,Family,9.99,1,6,20,2,6,29,8,9,Marion Snyder
1688,Comforts Rush,3,2.99,76,19.99,NC-17,Travel,7.99,1,6,15,8,6,23,13,8,Dana Hart
1689,Stagecoach Armageddon,5,4.99,112,25.99,R,Action,4.99,1,6,19,7,6,21,3,1,Dana Hart
1690,Dancing Fever,6,0.99,144,25.99,G,Documentary,2.99,1,6,19,13,6,27,19,8,Stacy Cunningham
1691,Express Lonely,5,2.99,178,23.99,R,Sci-Fi,2.99,1,6,19,19,6,23,0,3,Stacy Cunningham
1692,High Encino,3,2.99,84,23.99,R,Horror,2.99,1,6,16,8,6,18,7,1,Ana Bradley
1693,Karate Moon,4,0.99,120,21.99,PG-13,Horror,5.99,1,6,19,9,6,28,6,8,Ana Bradley
1694,Baby Hall,5,4.99,153,23.99,NC-17,Foreign,5.99,1,6,21,21,6,27,21,6,Ana Bradley
1695,Timberland Sky,3,0.99,69,13.99,G,Classics,4.99,1,6,21,22,6,28,19,6,Ana Bradley
1696,Graffiti Love,3,0.99,117,29.99,PG,Sci-Fi,3.99,1,6,16,1,6,22,3,6,Renee Lane
1697,Disturbing Scarface,6,2.99,94,27.99,R,Sci-Fi,2.99,1,6,17,14,6,22,14,4,Renee Lane
1698,Forever Candidate,7,2.99,131,28.99,NC-17,Children,5.99,1,6,17,20,6,27,1,9,Renee Lane
1699,Ballroom Mockingbird,6,0.99,173,29.99,G,Foreign,0.99,1,6,18,4,6,24,4,6,Renee Lane
1700,Citizen Shrek,7,0.99,165,18.99,G,Sci-Fi,0.99,1,6,15,8,6,18,9,3,Ida Andrews
1701,Cleopatra Devil,6,0.99,150,26.99,PG-13,New,1.99,1,6,18,1,6,25,3,7,Ida Andrews
1702,Roses Treasure,5,4.99,162,23.99,PG-13,Sports,5.99,1,6,18,20,6,24,18,5,Ida Andrews
1703,Fantasia Park,5,2.99,131,29.99,G,Games,5.99,1,6,21,14,6,29,18,8,Ida Andrews
1704,Shrek License,7,2.99,154,15.99,PG-13,Foreign,2.99,1,6,17,9,6,23,7,5,Vivian Ruiz
1705,Borrowers Bedazzled,7,0.99,63,22.99,G,Animation,0.99,1,6,18,8,6,24,4,5,Vivian Ruiz
1706,Devil Desire,6,4.99,87,12.99,R,Action,4.99,1,6,18,19,6,23,19,4,Roberta Harper
1707,Virgin Daisy,6,4.99,179,29.99,PG-13,Drama,4.99,1,6,21,8,6,22,6,0,Roberta Harper
1708,Grail Frankenstein,4,2.99,85,17.99,NC-17,Action,4.99,1,6,21,8,6,27,6,5,Roberta Harper
1709,Tourist Pelican,4,4.99,152,18.99,PG-13,Sports,4.99,1,6,15,1,6,19,22,4,Holly Fox
1710,Malkovich Pet,6,2.99,159,22.99,G,Classics,2.99,1,6,15,9,6,17,13,2,Holly Fox
1711,Frost Head,5,0.99,82,13.99,PG,Classics,2.99,1,6,16,10,6,23,8,6,Holly Fox
1712,Million Ace,4,4.99,142,16.99,PG-13,Classics,4.99,1,6,17,21,6,20,18,2,Holly Fox
1713,Past Suicides,5,4.99,157,17.99,PG-13,Foreign,4.99,1,6,20,0,6,25,18,5,Holly Fox
1714,Titanic Boondock,3,4.99,104,18.99,R,Animation,4.99,1,6,20,12,6,21,7,0,Holly Fox
1715,Reds Pocus,7,4.99,182,23.99,PG-13,Music,6.99,1,6,15,10,6,24,9,8,Brittany Riley
1716,Chicago North,6,4.99,185,11.99,PG-13,Games,4.99,1,6,15,20,6,18,19,2,Brittany Riley
1717,Splash Gump,5,0.99,175,16.99,PG,Family,0.99,1,6,16,5,6,20,10,4,Brittany Riley
1718,Soup Wisdom,6,0.99,169,12.99,R,Family,0.99,1,6,17,20,6,18,16,0,Brittany Riley
1719,Young Language,6,0.99,183,9.99,G,Documentary,0.99,1,6,19,1,6,22,20,3,Brittany Riley
1720,Trading Pinocchio,6,4.99,170,22.99,PG,Sports,5.99,1,6,19,16,6,26,21,7,Brittany Riley
1721,Celebrity Horn,7,0.99,110,24.99,PG-13,Action,2.99,1,6,21,15,6,30,13,8,Brittany Riley
1722,Berets Agent,5,2.99,77,24.99,PG-13,Action,2.99,1,6,16,0,6,21,5,5,Melanie Armstrong
1723,Resurrection Silverado,6,0.99,117,12.99,PG,Family,0.99,1,6,17,6,6,21,3,3,Melanie Armstrong
1724,Queen Luke,5,4.99,163,22.99,PG,Drama,4.99,1,6,18,23,6,22,5,3,Melanie Armstrong
1725,French Holiday,5,4.99,99,22.99,PG,Documentary,4.99,1,6,19,15,6,23,11,3,Melanie Armstrong
1726,Highball Potter,6,0.99,110,10.99,R,Foreign,0.99,1,6,16,1,6,22,21,6,Loretta Carpenter
1727,Talented Homicide,6,0.99,173,9.99,PG,Sports,0.99,1,6,16,22,6,22,21,5,Loretta Carpenter
1728,Straight Hours,3,0.99,151,19.99,R,Sports,1.99,1,6,20,2,6,24,23,4,Loretta Carpenter
1729,Jeepers Wedding,3,2.99,84,29.99,R,Classics,6.99,1,6,20,17,6,27,21,7,Loretta Carpenter
1730,Wars Pluto,5,2.99,128,15.99,G,Documentary,2.99,1,6,21,11,6,22,15,1,Loretta Carpenter
1731,Vanishing Rocky,3,2.99,123,21.99,NC-17,Music,2.99,1,6,15,10,6,18,5,2,Yolanda Weaver
1732,Blues Instinct,5,2.99,50,18.99,G,Family,2.99,1,6,15,12,6,16,9,0,Yolanda Weaver
1733,Nash Chocolat,6,2.99,180,21.99,PG-13,Animation,4.99,1,6,17,15,6,25,9,7,Yolanda Weaver
1734,Patton Interview,4,2.99,175,22.99,PG,Horror,3.99,1,6,19,4,6,24,23,5,Yolanda Weaver
1735,Easy Gladiator,5,4.99,148,12.99,G,Action,4.99,1,6,21,14,6,24,8,2,Yolanda Weaver
1736,Disturbing Scarface,6,2.99,94,27.99,R,Sci-Fi,2.99,1,6,14,23,6,19,23,4,Jeanette Greene
1737,Wind Phantom,6,0.99,111,12.99,R,Games,0.99,1,6,15,8,6,17,4,1,Jeanette Greene
1738,Banger Pinocchio,5,0.99,113,15.99,R,Music,2.99,1,6,16,11,6,23,10,6,Jeanette Greene
1739,Cupboard Sinners,4,2.99,56,29.99,R,Documentary,2.99,1,6,17,2,6,17,23,0,Jeanette Greene
1740,Legally Secretary,7,4.99,113,14.99,PG,Children,4.99,1,6,17,15,6,19,20,2,Jeanette Greene
1741,Beach Heartbreakers,6,2.99,122,16.99,G,Documentary,2.99,1,6,19,3,6,25,5,6,Jeanette Greene
1742,Metal Armageddon,6,2.99,161,26.99,PG-13,Documentary,3.99,1,6,19,17,6,26,14,6,Laurie Lawrence
1743,Aladdin Calendar,6,4.99,63,24.99,NC-17,Sports,4.99,1,6,15,11,6,20,10,4,Katie Elliott
1744,Sensibility Rear,7,4.99,98,15.99,PG,Family,6.99,1,6,18,14,6,27,12,8,Katie Elliott
1745,Chamber Italian,7,4.99,117,14.99,NC-17,Music,6.99,1,6,19,22,6,28,0,8,Katie Elliott
1746,Chicago North,6,4.99,185,11.99,PG-13,Games,4.99,1,6,19,22,6,22,17,2,Katie Elliott
1747,Gorgeous Bingo,4,2.99,108,26.99,R,Children,2.99,1,6,20,1,6,23,2,3,Katie Elliott
1748,Sunrise League,3,4.99,135,19.99,PG-13,Animation,8.99,1,6,21,7,6,28,11,7,Katie Elliott
1749,Rugrats Shakespeare,4,0.99,109,16.99,PG-13,Action,0.99,1,6,15,18,6,16,12,0,Kristen Chavez
1750,Fool Mockingbird,3,4.99,158,24.99,PG,Action,7.99,1,6,18,4,6,24,5,6,Kristen Chavez
1751,Wonka Sea,6,2.99,85,24.99,NC-17,Animation,2.99,1,6,18,12,6,23,14,5,Kristen Chavez
1752,Dwarfs Alter,6,2.99,101,13.99,G,Games,3.99,1,6,18,20,6,25,15,6,Kristen Chavez
1753,Nemo Campus,5,2.99,131,23.99,NC-17,Sci-Fi,3.99,1,6,19,19,6,25,0,5,Kristen Chavez
1754,Divine Resurrection,4,2.99,100,19.99,R,Games,5.99,1,6,15,0,6,22,3,7,Alma Austin
1755,Idols Snatchers,5,2.99,84,29.99,NC-17,Children,2.99,1,6,15,12,6,17,17,2,Alma Austin
1756,Juggler Hardly,4,0.99,54,14.99,PG-13,Animation,0.99,1,6,16,6,6,19,9,3,Alma Austin
1757,Montezuma Command,6,0.99,126,22.99,NC-17,Action,0.99,1,6,19,12,6,21,16,2,Alma Austin
1758,Dogma Family,5,4.99,122,16.99,G,Animation,4.99,1,6,20,3,6,21,23,1,Alma Austin
1759,Flying Hook,6,2.99,69,18.99,NC-17,Animation,4.99,1,6,20,17,6,28,13,7,Alma Austin
1760,Trojan Tomorrow,3,2.99,52,9.99,PG,Sci-Fi,5.99,1,6,21,5,6,27,10,6,Alma Austin
1761,October Submarine,6,4.99,54,10.99,PG-13,Classics,4.99,1,6,21,10,6,23,9,1,Alma Austin
1762,Reap Unfaithful,6,2.99,136,26.99,PG-13,Horror,2.99,1,6,15,0,6,20,19,5,Sue Peters
1763,Comancheros Enemy,5,0.99,67,23.99,R,Children,0.99,1,6,15,14,6,17,19,2,Sue Peters
1764,Color Philadelphia,6,2.99,149,19.99,G,Classics,2.99,1,6,15,22,6,20,23,5,Sue Peters
1765,Cause Date,3,2.99,179,16.99,R,Documentary,8.99,1,6,16,6,6,25,1,8,Sue Peters
1766,Steers Armageddon,6,4.99,140,16.99,PG,Sports,4.99,1,6,17,5,6,23,5,6,Sue Peters
1767,Affair Prejudice,5,2.99,117,26.99,G,Horror,2.99,1,6,17,18,6,22,23,5,Sue Peters
1768,Spice Sorority,5,4.99,141,22.99,NC-17,Drama,4.99,1,6,19,16,6,20,13,0,Sue Peters
1769,Effect Gladiator,6,0.99,107,14.99,PG,Family,2.99,1,6,19,18,6,27,17,7,Sue Peters
1770,Vietnam Smoochy,7,0.99,174,27.99,PG-13,Drama,0.99,1,6,18,1,6,20,20,2,Elsie Kelley
1771,Platoon Instinct,6,4.99,132,10.99,PG-13,New,4.99,1,6,15,16,6,21,11,5,Beth Franklin
1772,Strangelove Desire,4,0.99,103,27.99,NC-17,Children,2.99,1,6,17,5,6,23,23,6,Beth Franklin
1773,Runaway Tenenbaums,6,0.99,181,17.99,NC-17,New,0.99,1,6,21,7,6,27,4,5,Beth Franklin
1774,Grit Clockwork,3,0.99,137,21.99,PG,Games,1.99,1,6,15,9,6,19,3,3,Jeanne Lawson
1775,League Hellfighters,5,4.99,110,25.99,PG-13,Classics,4.99,1,6,15,10,6,16,12,1,Jeanne Lawson
1776,Creatures Shakespeare,3,0.99,139,23.99,NC-17,Games,6.99,1,6,17,4,6,26,8,9,Jeanne Lawson
1777,Show Lord,3,4.99,167,24.99,PG-13,Documentary,4.99,1,6,18,3,6,19,5,1,Jeanne Lawson
1778,Diary Panic,7,2.99,107,20.99,G,Drama,3.99,1,6,19,11,6,27,11,8,Jeanne Lawson
1779,Anthem Luke,5,4.99,91,16.99,PG-13,Comedy,4.99,1,6,19,14,6,22,20,3,Jeanne Lawson
1780,Blackout Private,7,2.99,85,12.99,PG,Animation,3.99,1,6,20,23,6,28,1,7,Jeanne Lawson
1781,Lesson Cleopatra,3,0.99,167,28.99,NC-17,Sports,1.99,1,6,17,14,6,21,8,3,Vicki Fields
1782,Gentlemen Stage,6,2.99,125,22.99,NC-17,Foreign,3.99,1,6,17,23,6,24,1,6,Vicki Fields
1783,Pickup Driving,3,2.99,77,23.99,G,Sports,6.99,1,6,18,13,6,25,11,6,Vicki Fields
1784,Million Ace,4,4.99,142,16.99,PG-13,Classics,4.99,1,6,20,17,6,24,14,3,Vicki Fields
1785,Lady Stage,4,4.99,67,14.99,PG,Horror,7.99,1,6,21,12,6,28,7,6,Vicki Fields
1786,Model Fish,4,4.99,175,11.99,NC-17,Children,4.99,1,6,15,2,6,16,21,1,Tonya Chapman
1787,Darn Forrester,7,4.99,185,14.99,G,Action,4.99,1,6,16,10,6,22,10,6,Tonya Chapman
1788,Truman Crazy,7,4.99,92,9.99,G,Action,4.99,1,6,19,10,6,21,8,1,Tonya Chapman
1789,Lambs Cincinatti,6,4.99,144,18.99,PG-13,Games,4.99,1,6,19,19,6,25,17,5,Tonya Chapman
1790,Hedwig Alter,7,2.99,169,16.99,NC-17,Comedy,2.99,1,6,15,0,6,16,3,1,Ella Oliver
1791,Haunting Pianist,5,0.99,181,22.99,R,Games,0.99,1,6,19,23,6,23,22,3,Ella Oliver
1792,Paths Control,3,4.99,118,9.99,PG,Drama,8.99,1,6,19,19,6,26,15,6,Stacey Montgomery
1793,Half Outfield,6,2.99,146,25.99,PG-13,Family,6.99,1,6,21,19,7,1,1,9,Stacey Montgomery
1794,Evolution Alter,5,0.99,174,10.99,PG-13,Sports,0.99,1,6,15,13,6,19,16,4,Wilma Richards
1795,Congeniality Quest,6,0.99,87,21.99,PG-13,Sports,0.99,1,6,15,15,6,18,12,2,Wilma Richards
1796,Cyclone Family,7,2.99,176,18.99,PG,Foreign,2.99,1,6,16,8,6,23,4,6,Wilma Richards
1797,Backlash Undefeated,3,4.99,118,24.99,PG-13,Children,9.99,1,6,19,15,6,27,15,7,Wilma Richards
1798,Citizen Shrek,7,0.99,165,18.99,G,Sci-Fi,0.99,1,6,15,21,6,22,17,6,Gina Williamson
1799,Paycheck Wait,4,4.99,145,27.99,PG-13,Drama,4.99,1,6,17,7,6,18,11,1,Gina Williamson
1800,Heavyweights Beast,6,4.99,102,25.99,G,Documentary,5.99,1,6,18,9,6,25,9,6,Gina Williamson
1801,Wind Phantom,6,0.99,111,12.99,R,Games,0.99,1,6,18,23,6,20,1,1,Gina Williamson
1802,Agent Truman,3,2.99,169,17.99,PG,Foreign,6.99,1,6,19,4,6,26,4,7,Gina Williamson
1803,Apache Divine,5,4.99,92,16.99,NC-17,Family,4.99,1,6,20,1,6,23,6,3,Gina Williamson
1804,Soldiers Evolution,7,4.99,185,27.99,R,Sci-Fi,4.99,1,6,20,5,6,21,0,0,Gina Williamson
1805,House Dynamite,7,2.99,109,13.99,R,Family,2.99,1,6,21,3,6,24,0,2,Gina Williamson
1806,Uptown Young,5,2.99,84,16.99,PG,Children,2.99,1,6,21,8,6,23,4,1,Gina Williamson
1807,Darn Forrester,7,4.99,185,14.99,G,Action,4.99,1,6,15,7,6,20,6,4,Kristin Johnston
1808,Jumping Wrath,4,0.99,74,18.99,NC-17,Children,2.99,1,6,17,17,6,23,12,5,Kristin Johnston
1809,Earring Instinct,3,0.99,98,22.99,R,Family,2.99,1,6,20,0,6,25,21,5,Kristin Johnston
1810,Usual Untouchables,5,4.99,128,21.99,PG-13,Foreign,4.99,1,6,15,14,6,19,17,4,Jessie Banks
1811,Flight Lies,7,4.99,179,22.99,R,Sports,4.99,1,6,16,6,6,21,7,5,Jessie Banks
1812,Roses Treasure,5,4.99,162,23.99,PG-13,Sports,4.99,1,6,16,23,6,19,1,2,Jessie Banks
1813,Deer Virginian,7,2.99,106,13.99,NC-17,Music,2.99,1,6,17,11,6,19,13,2,Jessie Banks
