inventory_id,film_id,title,rental_duration,rental_rate,length,replacement_cost,rating,category,language,store_id,rental_id,rental_date,return_date,payment_id,amount,customer_id,first_name,last_name,active
1488,326,Flying Hook,6,2.99,69,18.99,NC-17,Animation,English             ,2,3465,21-06-2005 22:10,30-06-2005 21:35,18150,5.99,510,Ben,Easter,0
2963,649,Oz Liaisons,4,2.99,85,14.99,R,Animation,English             ,2,1281,15-06-2005 08:21,17-06-2005 11:03,18151,2.99,511,Chester,Benner,1
1141,252,Dream Pickup,6,2.99,135,18.99,PG,Action,English             ,2,1508,15-06-2005 22:33,18-06-2005 02:27,18152,2.99,511,Chester,Benner,1
3483,763,Satisfaction Confidential,3,4.99,75,26.99,G,Sports,English             ,2,2966,20-06-2005 07:39,29-06-2005 07:48,18153,10.99,511,Chester,Benner,1
2584,567,Meet Chocolate,3,2.99,80,26.99,G,Foreign,English             ,1,3366,21-06-2005 13:03,26-06-2005 16:29,18154,4.99,511,Chester,Benner,1
2715,596,Moonshine Cabin,4,4.99,171,25.99,PG-13,Games,English             ,1,1176,15-06-2005 00:28,21-06-2005 21:42,18155,6.99,512,Cecil,Vines,1
914,203,Daisy Menagerie,5,4.99,84,9.99,G,Sci-Fi,English             ,2,2029,17-06-2005 13:10,19-06-2005 18:15,18156,4.99,512,Cecil,Vines,1
2856,625,None Spiking,3,0.99,83,18.99,NC-17,Sci-Fi,English             ,2,2364,18-06-2005 13:37,23-06-2005 14:18,18157,2.99,512,Cecil,Vines,1
3289,724,Remember Diary,5,2.99,110,15.99,R,Family,English             ,2,1607,16-06-2005 06:25,20-06-2005 02:50,18158,2.99,513,Duane,Tubbs,1
200,44,Attacks Hate,5,4.99,113,21.99,PG-13,Sci-Fi,English             ,2,2290,18-06-2005 07:34,26-06-2005 11:45,18159,7.99,513,Duane,Tubbs,1
3131,688,Polish Brooklyn,6,0.99,61,12.99,PG,Children,English             ,2,2737,19-06-2005 15:48,26-06-2005 18:44,18160,1.99,513,Duane,Tubbs,1
3544,775,Seattle Expecations,4,4.99,110,18.99,PG-13,Drama,English             ,1,1692,16-06-2005 12:30,17-06-2005 17:31,18161,4.99,514,Franklin,Troutman,1
2406,525,Loathing Legally,4,0.99,140,29.99,R,Classics,English             ,2,2002,17-06-2005 11:39,24-06-2005 15:41,18162,3.99,514,Franklin,Troutman,1
2815,618,Necklace Outbreak,3,0.99,132,21.99,PG,Drama,English             ,2,2362,18-06-2005 13:31,19-06-2005 12:35,18163,0.99,514,Franklin,Troutman,1
2398,524,Lion Uncut,6,0.99,50,13.99,PG,Comedy,English             ,2,2789,19-06-2005 18:48,21-06-2005 21:50,18164,0.99,514,Franklin,Troutman,1
3578,783,Shane Darkness,5,2.99,93,22.99,PG,Travel,English             ,1,3084,20-06-2005 15:35,23-06-2005 19:11,18165,2.99,514,Franklin,Troutman,1
2810,617,Natural Stock,4,0.99,50,24.99,PG-13,Family,English             ,1,3385,21-06-2005 14:16,24-06-2005 10:32,18166,0.99,514,Franklin,Troutman,1
1026,229,Devil Desire,6,4.99,87,12.99,R,Action,English             ,2,1244,15-06-2005 05:08,20-06-2005 10:41,18167,4.99,515,Andre,Rapp,1
1388,304,Fargo Gandhi,3,2.99,130,28.99,G,Children,English             ,2,1531,16-06-2005 00:40,22-06-2005 02:44,18168,5.99,515,Andre,Rapp,1
1581,347,Games Bowfinger,7,4.99,119,17.99,PG-13,Travel,English             ,1,2003,17-06-2005 11:40,19-06-2005 08:30,18169,4.99,515,Andre,Rapp,1
1511,330,Forrester Comancheros,7,4.99,112,22.99,NC-17,Animation,English             ,2,2484,18-06-2005 21:25,24-06-2005 16:03,18170,4.99,515,Andre,Rapp,1
3379,741,Roman Punk,7,0.99,81,28.99,NC-17,Music,English             ,1,2513,18-06-2005 23:53,24-06-2005 21:16,18171,0.99,515,Andre,Rapp,1
3954,862,Summer Scarface,5,0.99,53,25.99,G,Classics,English             ,2,3063,20-06-2005 13:52,28-06-2005 13:36,18172,3.99,515,Andre,Rapp,1
4395,961,Wash Heavenly,7,4.99,161,22.99,R,Foreign,English             ,1,1159,14-06-2005 22:55,17-06-2005 02:11,18173,4.99,516,Elmer,Noe,1
3329,732,Rings Heartbreakers,5,0.99,58,17.99,G,Action,English             ,1,1200,15-06-2005 01:59,21-06-2005 21:33,18174,1.99,516,Elmer,Noe,1
288,65,Behavior Runaway,3,4.99,100,20.99,PG,Horror,English             ,2,1718,16-06-2005 14:52,25-06-2005 10:53,18175,10.99,516,Elmer,Noe,1
1434,314,Fight Jawbreaker,3,0.99,91,13.99,R,Animation,English             ,1,2017,17-06-2005 12:33,19-06-2005 10:08,18176,0.99,516,Elmer,Noe,1
1958,427,Homeward Cider,5,0.99,103,19.99,R,Documentary,English             ,1,3068,20-06-2005 14:02,22-06-2005 12:52,18177,0.99,516,Elmer,Noe,1
133,26,Annie Identity,3,0.99,86,15.99,G,Sci-Fi,English             ,2,3431,21-06-2005 18:46,26-06-2005 23:08,18178,2.99,516,Elmer,Noe,1
2294,499,King Evolution,3,4.99,184,24.99,NC-17,Family,English             ,1,1653,16-06-2005 09:34,18-06-2005 09:13,18179,4.99,517,Brad,Mccurdy,1
1071,239,Dogma Family,5,4.99,122,16.99,G,Animation,English             ,1,1809,16-06-2005 21:00,25-06-2005 20:25,18180,8.99,517,Brad,Mccurdy,1
761,166,Color Philadelphia,6,2.99,149,19.99,G,Classics,English             ,1,1850,17-06-2005 00:31,25-06-2005 05:19,18181,4.99,517,Brad,Mccurdy,1
2540,557,Manchurian Curtain,5,2.99,177,27.99,PG,Family,English             ,1,2534,19-06-2005 01:38,23-06-2005 00:16,18182,2.99,517,Brad,Mccurdy,1
3620,790,Shootist Superfly,6,0.99,67,22.99,PG-13,Drama,English             ,2,3113,20-06-2005 17:56,23-06-2005 14:45,18183,0.99,517,Brad,Mccurdy,1
819,179,Conquerer Nuts,4,4.99,173,14.99,G,Drama,English             ,1,1552,16-06-2005 02:01,21-06-2005 00:59,18184,5.99,518,Gabriel,Harder,1
3438,753,Rush Goodfellas,3,0.99,48,20.99,PG,Family,English             ,2,3311,21-06-2005 08:05,22-06-2005 06:51,18185,0.99,518,Gabriel,Harder,1
1063,236,Divine Resurrection,4,2.99,100,19.99,R,Games,English             ,2,1941,17-06-2005 07:42,20-06-2005 07:12,18186,2.99,519,Ron,Deluca,1
1670,365,Gold River,4,4.99,154,21.99,R,Comedy,English             ,1,2505,18-06-2005 23:28,26-06-2005 01:36,18187,8.99,519,Ron,Deluca,1
1449,317,Fireball Philadelphia,4,0.99,148,25.99,PG,Comedy,English             ,2,2997,20-06-2005 09:23,29-06-2005 08:15,18188,5.99,519,Ron,Deluca,1
2276,492,Jungle Closer,6,0.99,134,11.99,NC-17,New,English             ,1,1411,15-06-2005 17:05,21-06-2005 14:05,18189,0.99,520,Mitchell,Westmoreland,1
3279,723,Reign Gentlemen,3,2.99,82,29.99,PG-13,Sci-Fi,English             ,1,2174,18-06-2005 00:09,25-06-2005 23:14,18190,6.99,520,Mitchell,Westmoreland,1
1221,271,Easy Gladiator,5,4.99,148,12.99,G,Action,English             ,1,2772,19-06-2005 17:59,23-06-2005 17:52,18191,4.99,520,Mitchell,Westmoreland,1
1570,345,Gables Metropolis,3,0.99,161,17.99,PG,Family,English             ,1,1761,16-06-2005 17:49,17-06-2005 21:03,18192,0.99,521,Roland,South,1
4279,931,Valentine Vanishing,7,0.99,48,9.99,PG-13,Travel,English             ,2,2053,17-06-2005 15:19,19-06-2005 10:06,18193,0.99,521,Roland,South,1
3154,693,Potter Connecticut,5,2.99,115,16.99,PG,Animation,English             ,1,1289,15-06-2005 08:44,21-06-2005 06:04,18194,3.99,522,Arnold,Havens,1
1144,253,Drifter Commandments,5,4.99,61,18.99,PG-13,Action,English             ,1,3102,20-06-2005 16:55,29-06-2005 13:49,18195,8.99,522,Arnold,Havens,1
2471,541,Luke Mummy,5,2.99,74,21.99,NC-17,Animation,English             ,2,3188,20-06-2005 23:10,25-06-2005 19:37,18196,2.99,522,Arnold,Havens,1
4358,949,Volcano Texas,6,0.99,157,27.99,NC-17,Games,English             ,2,3191,20-06-2005 23:46,25-06-2005 03:21,18197,0.99,522,Arnold,Havens,1
3364,738,Rocketeer Mother,3,0.99,178,27.99,PG-13,Foreign,English             ,2,1729,16-06-2005 15:29,25-06-2005 20:55,18198,6.99,523,Harvey,Guajardo,1
2353,512,League Hellfighters,5,4.99,110,25.99,PG-13,Classics,English             ,1,2447,18-06-2005 19:10,27-06-2005 16:35,18199,8.99,523,Harvey,Guajardo,1
3999,871,Sweden Shining,6,4.99,176,19.99,PG,Comedy,English             ,1,2583,19-06-2005 05:01,28-06-2005 00:04,18200,7.99,523,Harvey,Guajardo,1
2734,600,Motions Details,5,0.99,166,16.99,PG,Horror,English             ,1,2669,19-06-2005 11:28,20-06-2005 16:43,18201,0.99,523,Harvey,Guajardo,1
2132,461,Insects Stone,3,0.99,123,14.99,NC-17,Animation,English             ,2,1306,15-06-2005 09:59,19-06-2005 09:37,18202,1.99,524,Jared,Ely,1
4444,971,Whale Bikini,4,4.99,109,11.99,PG-13,Foreign,English             ,1,1651,16-06-2005 09:24,17-06-2005 09:50,18203,4.99,524,Jared,Ely,1
3009,660,Party Knock,7,2.99,107,11.99,PG,Comedy,English             ,2,3454,21-06-2005 21:12,25-06-2005 23:23,18204,2.99,524,Jared,Ely,1
1269,281,Encino Elf,6,0.99,143,9.99,G,Games,English             ,2,1772,16-06-2005 18:12,24-06-2005 19:55,18205,2.99,525,Adrian,Clary,1
1433,313,Fidelity Devil,5,4.99,118,11.99,G,Horror,English             ,2,1255,15-06-2005 06:13,16-06-2005 03:59,18206,4.99,526,Karl,Seal,1
3797,832,Splash Gump,5,0.99,175,16.99,PG,Family,English             ,1,1848,17-06-2005 00:07,21-06-2005 21:41,18207,0.99,526,Karl,Seal,1
2657,583,Mission Zoolander,3,4.99,164,26.99,PG-13,Animation,English             ,1,1865,17-06-2005 01:49,23-06-2005 21:13,18208,7.99,526,Karl,Seal,1
2758,605,Mulholland Beast,7,2.99,157,13.99,PG,Foreign,English             ,2,1972,17-06-2005 09:25,24-06-2005 09:59,18209,2.99,526,Karl,Seal,1
3186,698,Princess Giant,3,2.99,71,29.99,NC-17,Documentary,English             ,2,1981,17-06-2005 10:03,20-06-2005 13:14,18210,2.99,526,Karl,Seal,1
3001,658,Paris Weekend,7,2.99,121,19.99,PG-13,Horror,English             ,2,2398,18-06-2005 15:56,27-06-2005 14:25,18211,4.99,526,Karl,Seal,1
3230,709,Racer Egg,7,2.99,147,19.99,NC-17,Drama,English             ,2,2828,19-06-2005 20:51,25-06-2005 17:38,18212,2.99,526,Karl,Seal,1
4418,966,Wedding Apollo,3,0.99,70,14.99,PG,Documentary,English             ,2,2932,20-06-2005 04:51,29-06-2005 08:31,18213,6.99,526,Karl,Seal,1
312,70,Bikini Borrowers,7,4.99,142,26.99,NC-17,Animation,English             ,1,3339,21-06-2005 10:37,30-06-2005 05:04,18214,6.99,526,Karl,Seal,1
4402,962,Wasteland Divine,7,2.99,85,18.99,PG,Classics,English             ,1,1398,15-06-2005 16:28,16-06-2005 12:11,18215,2.99,527,Cory,Meehan,1
3170,696,Pride Alamo,6,0.99,114,20.99,NC-17,Animation,English             ,2,2422,18-06-2005 17:28,23-06-2005 15:22,18216,0.99,527,Cory,Meehan,1
646,140,Cheaper Clyde,6,0.99,87,23.99,G,Sci-Fi,English             ,2,2496,18-06-2005 22:20,20-06-2005 03:08,18217,0.99,527,Cory,Meehan,1
4474,977,Window Side,3,2.99,85,25.99,R,Travel,English             ,2,2539,19-06-2005 01:58,19-06-2005 22:17,18218,2.99,527,Cory,Meehan,1
1652,361,Gleaming Jawbreaker,5,2.99,89,25.99,NC-17,Sports,English             ,1,1875,17-06-2005 02:45,22-06-2005 22:54,18219,2.99,528,Claude,Herzog,1
2314,502,Knock Warlock,4,2.99,71,21.99,PG-13,Comedy,English             ,2,2019,17-06-2005 12:38,23-06-2005 17:38,18220,4.99,528,Claude,Herzog,1
709,155,Cleopatra Devil,6,0.99,150,26.99,PG-13,New,English             ,1,1234,15-06-2005 04:21,22-06-2005 03:25,18221,1.99,529,Erik,Guillen,1
3883,849,Storm Happiness,6,0.99,57,28.99,NC-17,Animation,English             ,1,1686,16-06-2005 12:08,20-06-2005 10:59,18222,0.99,529,Erik,Guillen,1
1083,241,Donnie Alley,4,0.99,125,20.99,NC-17,Animation,English             ,1,3354,21-06-2005 11:29,25-06-2005 07:39,18223,0.99,529,Erik,Guillen,1
361,79,Blade Polish,5,0.99,114,10.99,PG-13,Drama,English             ,2,1273,15-06-2005 07:52,21-06-2005 04:55,18224,1.99,530,Darryl,Ashcraft,1
3702,810,Slums Duck,5,0.99,147,21.99,PG,Family,English             ,1,1516,15-06-2005 23:11,17-06-2005 20:37,18225,0.99,530,Darryl,Ashcraft,1
243,55,Barbarella Streetcar,6,2.99,65,27.99,G,Sci-Fi,English             ,1,2158,17-06-2005 23:36,19-06-2005 19:25,18226,2.99,530,Darryl,Ashcraft,1
2232,483,Jericho Mulan,3,2.99,171,29.99,NC-17,Games,English             ,1,2972,20-06-2005 07:57,21-06-2005 12:48,18227,2.99,531,Jamie,Waugh,1
147,31,Apache Divine,5,4.99,92,16.99,NC-17,Family,English             ,1,1694,16-06-2005 12:40,20-06-2005 09:18,18228,4.99,532,Neil,Renner,1
2551,559,Married Go,7,2.99,114,22.99,G,Sci-Fi,English             ,2,2821,19-06-2005 20:26,27-06-2005 23:48,18229,3.99,532,Neil,Renner,1
2439,532,Loser Hustler,5,4.99,80,28.99,PG,Sports,English             ,2,1421,15-06-2005 17:57,21-06-2005 20:38,18230,5.99,533,Jessie,Milam,1
3416,748,Rugrats Shakespeare,4,0.99,109,16.99,PG-13,Action,English             ,2,1652,16-06-2005 09:31,19-06-2005 14:02,18231,0.99,533,Jessie,Milam,1
3405,746,Rouge Squad,3,0.99,118,10.99,NC-17,Games,English             ,2,1859,17-06-2005 01:13,18-06-2005 03:13,18232,0.99,533,Jessie,Milam,1
3203,704,Pure Runner,3,2.99,121,25.99,NC-17,Comedy,English             ,1,1954,17-06-2005 08:37,20-06-2005 02:55,18233,2.99,533,Jessie,Milam,1
3042,667,Peach Innocent,3,2.99,160,20.99,PG-13,Sports,English             ,2,2770,19-06-2005 17:54,26-06-2005 23:09,18234,6.99,533,Jessie,Milam,1
2684,589,Modern Dorado,3,0.99,74,20.99,PG,Documentary,English             ,2,2956,20-06-2005 06:47,22-06-2005 07:24,18235,0.99,533,Jessie,Milam,1
3551,776,Secret Groundhog,6,4.99,90,11.99,PG,Documentary,English             ,2,1610,16-06-2005 06:36,19-06-2005 07:12,18236,4.99,534,Christian,Jung,0
907,201,Cyclone Family,7,2.99,176,18.99,PG,Foreign,English             ,1,1673,16-06-2005 10:40,18-06-2005 16:13,18237,2.99,534,Christian,Jung,0
3328,732,Rings Heartbreakers,5,0.99,58,17.99,G,Action,English             ,1,2436,18-06-2005 18:13,21-06-2005 13:33,18238,0.99,534,Christian,Jung,0
3832,839,Stallion Sundance,5,0.99,130,23.99,PG-13,Sci-Fi,English             ,2,3213,21-06-2005 01:05,27-06-2005 21:55,18239,1.99,534,Christian,Jung,0
719,158,Clones Pinocchio,6,2.99,124,16.99,R,Music,English             ,1,3216,21-06-2005 01:19,29-06-2005 06:45,18240,4.99,534,Christian,Jung,0
1363,300,Falcon Volume,5,4.99,102,21.99,PG-13,Animation,English             ,2,1712,16-06-2005 14:25,17-06-2005 17:55,18241,4.99,535,Javier,Elrod,1
2489,545,Madness Attacks,4,0.99,178,14.99,PG-13,Foreign,English             ,2,3228,21-06-2005 02:20,29-06-2005 00:50,18242,4.99,535,Javier,Elrod,1
163,35,Arachnophobia Rollercoaster,4,2.99,147,24.99,PG-13,Horror,English             ,1,1582,16-06-2005 04:31,22-06-2005 01:25,18243,4.99,536,Fernando,Churchill,1
4386,958,Wardrobe Phantom,6,2.99,178,19.99,G,Drama,English             ,1,1962,17-06-2005 09:08,23-06-2005 14:55,18244,2.99,536,Fernando,Churchill,1
2697,592,Monster Spartacus,6,2.99,107,28.99,PG,Music,English             ,1,2403,18-06-2005 16:33,23-06-2005 19:25,18245,2.99,536,Fernando,Churchill,1
3189,700,Prix Undefeated,4,2.99,115,13.99,R,Family,English             ,2,1445,15-06-2005 19:10,19-06-2005 20:27,18246,2.99,537,Clinton,Buford,1
3468,760,Samurai Lion,5,2.99,110,21.99,G,New,English             ,2,2184,18-06-2005 01:10,21-06-2005 05:59,18247,2.99,537,Clinton,Buford,1
4104,893,Titans Jerk,4,4.99,91,11.99,PG,Sci-Fi,English             ,1,2586,19-06-2005 05:05,27-06-2005 00:23,18248,8.99,537,Clinton,Buford,1
1389,304,Fargo Gandhi,3,2.99,130,28.99,G,Children,English             ,2,3134,20-06-2005 19:29,29-06-2005 19:31,18249,8.99,537,Clinton,Buford,1
1359,300,Falcon Volume,5,4.99,102,21.99,PG-13,Animation,English             ,1,1314,15-06-2005 10:21,21-06-2005 14:10,18250,5.99,538,Ted,Breaux,1
4136,898,Tourist Pelican,4,4.99,152,18.99,PG-13,Sports,English             ,2,1912,17-06-2005 05:18,20-06-2005 10:01,18251,4.99,538,Ted,Breaux,1
3609,789,Shock Cabin,7,2.99,79,15.99,PG-13,Foreign,English             ,1,2682,19-06-2005 12:18,28-06-2005 14:09,18252,4.99,538,Ted,Breaux,1
1502,329,Forrest Sons,4,2.99,63,15.99,R,Action,English             ,1,3189,20-06-2005 23:19,24-06-2005 17:46,18253,2.99,538,Ted,Breaux,1
186,42,Artist Coldblooded,5,2.99,170,10.99,NC-17,Sports,English             ,2,1282,15-06-2005 08:25,21-06-2005 04:02,18254,3.99,539,Mathew,Bolin,1
403,89,Borrowers Bedazzled,7,0.99,63,22.99,G,Animation,English             ,2,1327,15-06-2005 11:11,22-06-2005 10:45,18255,0.99,539,Mathew,Bolin,1
1303,287,Entrapment Satisfaction,5,0.99,176,19.99,R,Action,English             ,2,1444,15-06-2005 19:08,24-06-2005 15:20,18256,4.99,539,Mathew,Bolin,1
4144,900,Town Ark,6,2.99,136,17.99,R,Foreign,English             ,2,1263,15-06-2005 06:56,16-06-2005 11:08,18257,2.99,540,Tyrone,Asher,1
1921,417,Hills Neighbors,5,0.99,93,29.99,G,Action,English             ,2,1290,15-06-2005 08:52,24-06-2005 13:36,18258,4.99,540,Tyrone,Asher,1
721,158,Clones Pinocchio,6,2.99,124,16.99,R,Music,English             ,2,2640,19-06-2005 09:26,20-06-2005 14:38,18259,2.99,540,Tyrone,Asher,1
1829,397,Hanky October,5,2.99,107,26.99,NC-17,Sci-Fi,English             ,2,2953,20-06-2005 06:39,26-06-2005 06:19,18260,3.99,540,Tyrone,Asher,1
2962,649,Oz Liaisons,4,2.99,85,14.99,R,Animation,English             ,2,3340,21-06-2005 10:37,26-06-2005 07:21,18261,3.99,540,Tyrone,Asher,1
2894,636,Oleander Clue,5,0.99,161,12.99,PG,Music,English             ,1,1986,17-06-2005 10:34,24-06-2005 04:57,18262,2.99,541,Darren,Windham,1
2659,583,Mission Zoolander,3,4.99,164,26.99,PG-13,Animation,English             ,2,2708,19-06-2005 13:59,24-06-2005 10:02,18263,6.99,541,Darren,Windham,1
3845,842,State Wasteland,4,2.99,113,13.99,NC-17,Games,English             ,1,2610,19-06-2005 07:16,25-06-2005 09:39,18264,4.99,542,Lonnie,Tirado,1
4034,879,Telegraph Voyage,3,4.99,148,20.99,PG,Music,English             ,1,2957,20-06-2005 06:53,29-06-2005 09:21,18265,10.99,542,Lonnie,Tirado,1
3500,767,Scalawag Duck,6,4.99,183,13.99,NC-17,Music,English             ,1,1720,16-06-2005 15:00,21-06-2005 13:57,18266,4.99,543,Lance,Pemberton,1
474,104,Bugsy Song,4,2.99,119,17.99,G,Foreign,English             ,2,2426,18-06-2005 17:40,22-06-2005 14:30,18267,2.99,543,Lance,Pemberton,1
3860,845,Stepmom Dream,7,4.99,48,9.99,NC-17,Foreign,English             ,1,3070,20-06-2005 14:15,25-06-2005 12:52,18268,4.99,543,Lance,Pemberton,1
189,43,Atlantis Cause,6,2.99,170,15.99,G,Family,English             ,1,3128,20-06-2005 18:41,24-06-2005 20:54,18269,2.99,543,Lance,Pemberton,1
729,159,Closer Bang,5,4.99,58,12.99,R,Comedy,English             ,2,3467,21-06-2005 22:19,27-06-2005 00:03,18270,5.99,543,Lance,Pemberton,1
3878,848,Stone Fire,3,0.99,94,19.99,G,Travel,English             ,1,1248,15-06-2005 05:33,19-06-2005 06:56,18271,1.99,544,Cody,Nolen,1
4228,919,Tycoon Gathering,3,4.99,82,17.99,G,Games,English             ,1,1434,15-06-2005 18:30,24-06-2005 17:51,18272,10.99,544,Cody,Nolen,1
2780,610,Music Boondock,7,0.99,129,17.99,R,Family,English             ,1,2373,18-06-2005 14:37,23-06-2005 19:29,18273,0.99,544,Cody,Nolen,1
899,200,Curtain Videotape,7,0.99,133,27.99,PG-13,Games,English             ,1,2395,18-06-2005 15:45,27-06-2005 19:11,18274,2.99,544,Cody,Nolen,1
2497,548,Magnificent Chitty,3,2.99,53,27.99,R,Classics,English             ,1,2123,17-06-2005 20:48,18-06-2005 19:17,18275,2.99,545,Julio,Noland,1
2973,651,Packer Madigan,3,0.99,84,20.99,PG-13,Animation,English             ,2,1181,15-06-2005 00:42,19-06-2005 03:36,18276,1.99,546,Kelly,Knott,1
3380,741,Roman Punk,7,0.99,81,28.99,NC-17,Music,English             ,2,1403,15-06-2005 16:31,22-06-2005 14:23,18277,0.99,546,Kelly,Knott,1
3823,837,Stage World,4,2.99,85,19.99,PG,Comedy,English             ,2,1787,16-06-2005 19:30,21-06-2005 18:25,18278,3.99,546,Kelly,Knott,1
3547,775,Seattle Expecations,4,4.99,110,18.99,PG-13,Drama,English             ,2,2361,18-06-2005 13:19,23-06-2005 07:59,18279,5.99,546,Kelly,Knott,1
3053,670,Pelican Comforts,4,4.99,48,17.99,PG,Documentary,English             ,2,2022,17-06-2005 12:44,25-06-2005 12:32,18280,8.99,547,Kurt,Emmons,1
59,11,Alamo Videotape,6,0.99,126,16.99,G,Foreign,English             ,2,1326,15-06-2005 11:07,22-06-2005 05:55,18281,1.99,548,Allan,Cornish,1
4568,998,Zhivago Core,6,0.99,105,10.99,NC-17,Horror,English             ,2,2280,18-06-2005 06:46,26-06-2005 09:48,18282,2.99,548,Allan,Cornish,1
4364,951,Voyage Legally,6,0.99,78,28.99,PG-13,Classics,English             ,2,2978,20-06-2005 08:25,23-06-2005 05:42,18283,0.99,548,Allan,Cornish,1
1963,428,Homicide Peach,6,2.99,141,21.99,PG-13,Family,English             ,1,2050,17-06-2005 15:07,18-06-2005 14:43,18284,2.99,549,Nelson,Christenson,1
4214,916,Turn Star,3,2.99,80,10.99,G,Animation,English             ,1,1233,15-06-2005 04:18,22-06-2005 03:36,18285,6.99,550,Guy,Brownlee,1
4466,976,Wind Phantom,6,0.99,111,12.99,R,Games,English             ,1,1863,17-06-2005 01:31,26-06-2005 02:09,18286,3.99,550,Guy,Brownlee,1
3504,767,Scalawag Duck,6,4.99,183,13.99,NC-17,Music,English             ,2,1883,17-06-2005 03:18,18-06-2005 05:46,18287,4.99,550,Guy,Brownlee,1
3195,702,Pulp Beverly,4,2.99,89,12.99,G,Horror,English             ,1,3154,20-06-2005 20:44,23-06-2005 19:10,18288,2.99,550,Guy,Brownlee,1
1492,327,Fool Mockingbird,3,4.99,158,24.99,PG,Action,English             ,1,3236,21-06-2005 02:47,29-06-2005 08:04,18289,9.99,550,Guy,Brownlee,1
1090,243,Doors President,3,4.99,49,22.99,NC-17,Animation,English             ,1,3272,21-06-2005 05:18,30-06-2005 02:51,18290,10.99,550,Guy,Brownlee,1
2746,602,Mourning Purple,5,0.99,146,14.99,PG,Sci-Fi,English             ,2,2069,17-06-2005 16:19,26-06-2005 16:48,18291,4.99,551,Clayton,Barbee,1
1726,376,Grapes Fury,4,0.99,155,20.99,G,Foreign,English             ,2,2776,19-06-2005 18:16,26-06-2005 14:43,18292,3.99,551,Clayton,Barbee,1
597,130,Celebrity Horn,7,0.99,110,24.99,PG-13,Action,English             ,2,2320,18-06-2005 09:24,24-06-2005 07:59,18293,0.99,552,Hugh,Waldrop,1
602,131,Center Dinosaur,5,4.99,152,12.99,PG,Classics,English             ,1,3397,21-06-2005 15:30,22-06-2005 21:12,18294,4.99,552,Hugh,Waldrop,1
3299,726,Reservoir Adaptation,7,2.99,61,29.99,PG-13,Foreign,English             ,2,1862,17-06-2005 01:29,25-06-2005 20:43,18295,3.99,553,Max,Pitt,1
3933,857,Strictly Scarface,3,2.99,144,24.99,PG-13,Comedy,English             ,2,2460,18-06-2005 19:54,27-06-2005 22:36,18296,8.99,553,Max,Pitt,1
1877,409,Heartbreakers Bright,3,4.99,59,9.99,G,Children,English             ,1,3103,20-06-2005 16:58,25-06-2005 21:18,18297,6.99,553,Max,Pitt,1
1464,320,Flamingos Connecticut,4,4.99,80,28.99,PG-13,New,English             ,2,1959,17-06-2005 08:54,20-06-2005 05:02,18298,4.99,554,Dwayne,Olvera,1
1953,426,Home Pity,7,4.99,185,15.99,R,Music,English             ,2,2279,18-06-2005 06:38,27-06-2005 07:16,18299,6.99,554,Dwayne,Olvera,1
2832,621,Network Peak,5,2.99,75,23.99,PG-13,Family,English             ,2,3278,21-06-2005 05:41,22-06-2005 03:43,18300,2.99,554,Dwayne,Olvera,1
1008,226,Destiny Saturday,4,4.99,56,20.99,G,New,English             ,2,3312,21-06-2005 08:05,27-06-2005 03:34,18301,6.99,554,Dwayne,Olvera,1
1972,430,Hook Chariots,7,0.99,49,23.99,G,Animation,English             ,2,3232,21-06-2005 02:30,29-06-2005 03:10,18302,1.99,555,Dwight,Lombardi,1
4427,968,Werewolf Lola,6,4.99,79,19.99,G,Action,English             ,1,2092,17-06-2005 18:12,25-06-2005 15:06,18303,6.99,556,Armando,Gruber,1
2031,442,Hunting Musketeers,6,2.99,65,24.99,NC-17,Family,English             ,1,2593,19-06-2005 05:40,28-06-2005 08:11,18304,5.99,556,Armando,Gruber,1
478,105,Bull Shawshank,6,0.99,125,21.99,NC-17,Action,English             ,2,2986,20-06-2005 08:50,26-06-2005 05:24,18305,0.99,556,Armando,Gruber,1
2534,556,Maltese Hope,6,4.99,127,26.99,PG-13,Games,English             ,1,3093,20-06-2005 16:06,22-06-2005 13:22,18306,4.99,556,Armando,Gruber,1
1757,382,Grit Clockwork,3,0.99,137,21.99,PG,Games,English             ,1,3438,21-06-2005 19:31,30-06-2005 19:08,18307,6.99,556,Armando,Gruber,1
4019,875,Talented Homicide,6,0.99,173,9.99,PG,Sports,English             ,2,1666,16-06-2005 10:17,21-06-2005 05:50,18308,0.99,557,Felix,Gaffney,1
3160,694,Prejudice Oleander,6,4.99,98,15.99,PG-13,Classics,English             ,1,2988,20-06-2005 08:59,28-06-2005 04:31,18309,6.99,557,Felix,Gaffney,1
2397,524,Lion Uncut,6,0.99,50,13.99,PG,Comedy,English             ,1,3050,20-06-2005 13:03,29-06-2005 07:22,18310,3.99,557,Felix,Gaffney,1
3225,708,Quills Bull,4,4.99,112,19.99,R,Documentary,English             ,2,1967,17-06-2005 09:19,21-06-2005 03:35,18311,4.99,558,Jimmie,Eggleston,0
3302,727,Resurrection Silverado,6,0.99,117,12.99,PG,Family,English             ,1,2411,18-06-2005 16:55,25-06-2005 12:44,18312,1.99,558,Jimmie,Eggleston,0
1465,320,Flamingos Connecticut,4,4.99,80,28.99,PG-13,New,English             ,2,2544,19-06-2005 02:16,22-06-2005 21:45,18313,4.99,558,Jimmie,Eggleston,0
